"","rank","name","state_name","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","CCBASIC","UGDS","LOCALE","CCSIZSET","CONTROL","CCBASIC_words"
"899",5,"West Virginia Wesleyan College","West-Virginia",47000,85200,53,21,"20","1176","33","11",2,"Master's Colleges & Universities: Small Programs"
"900",6,"Bethany College (West Virginia)","West-Virginia",46000,84900,63,5,NA,NA,NA,NA,NA,NA
"901",7,"Wheeling Jesuit University","West-Virginia",44800,83400,57,5,NA,NA,NA,NA,NA,NA
"902",8,"University of Charleston","West-Virginia",44600,81900,51,4,"17","1910","13","10",2,"Doctoral/Professional Universities"
"903",9,"Marshall University","West-Virginia",45000,79700,50,12,"16","8086","13","16",1,"Doctoral Universities: High Research Activity"
"904",10,"West Liberty University","West-Virginia",42500,77000,51,6,"20","1994","41","11",1,"Master's Colleges & Universities: Small Programs"
"905",11,"Davis & Elkins College","West-Virginia",41100,76500,43,10,"22","756","33","8",2,"Baccalaureate Colleges: Diverse Fields"
"906",12,"West Virginia State University","West-Virginia",41800,76000,46,8,"22","1781","22","9",1,"Baccalaureate Colleges: Diverse Fields"
"907",13,"Concord University","West-Virginia",41700,75800,53,9,"19","1644","32","11",1,"Master's Colleges & Universities: Medium Programs"
"908",14,"Fairmont State University","West-Virginia",42900,74100,53,7,"20","3540","32","13",1,"Master's Colleges & Universities: Small Programs"
"909",15,"Bluefield State College","West-Virginia",43200,72800,60,3,"22","1263","32","9",1,"Baccalaureate Colleges: Diverse Fields"
"910",16,"Ohio Valley University","West-Virginia",38800,71100,81,1,"22","386","13","8",2,"Baccalaureate Colleges: Diverse Fields"
"911",17,"Glenville State College","West-Virginia",37400,67700,60,3,"22","1185","33","10",1,"Baccalaureate Colleges: Diverse Fields"
"912",18,"West Virginia University at Parkersburg","West-Virginia",36700,65200,67,3,"23","1950","23","9",1,"Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's"
"913",1,"Milwaukee School of Engineering","Wisconsin",65700,117600,50,69,"19","2582","11","11",2,"Master's Colleges & Universities: Medium Programs"
"914",2,"Marquette University","Wisconsin",57800,105900,52,25,"16","8200","11","17",2,"Doctoral Universities: High Research Activity"
"915",3,"University of Wisconsin-Madison","Wisconsin",57300,104400,48,33,"15","30360","11","16",1,"Doctoral Universities: Very High Research Activity"
"916",4,"University of Wisconsin-Platteville","Wisconsin",56800,100300,50,38,"18","7786","32","13",1,"Master's Colleges & Universities: Larger Programs"
"917",5,"Lawrence University","Wisconsin",51500,98800,58,25,"21","1431","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"918",6,"Bellin College","Wisconsin",55800,97600,94,0,"26","377","41","6",2,"Special Focus Four-Year: Other Health Professions Schools"
"919",7,"University of Wisconsin-Eau Claire","Wisconsin",52100,93600,46,14,"19","10485","13","16",1,"Master's Colleges & Universities: Medium Programs"
"920",8,"Marian University (Wisconsin)","Wisconsin",46500,90800,52,2,NA,NA,NA,NA,NA,NA
"921",9,"University of Wisconsin-Milwaukee","Wisconsin",50600,90300,50,17,"15","21027","11","15",1,"Doctoral Universities: Very High Research Activity"
"922",10,"Ripon College","Wisconsin",46300,89600,60,26,"21","787","32","8",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"923",11,"University of Wisconsin-Stout","Wisconsin",50400,89500,47,14,"18","7445","32","13",1,"Master's Colleges & Universities: Larger Programs"
"924",12,"University of Wisconsin-Whitewater","Wisconsin",48900,89300,44,8,"18","11045","32","16",1,"Master's Colleges & Universities: Larger Programs"
"925",13,"Saint Norbert College","Wisconsin",49300,88700,40,15,"21","2099","22","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"926",14,"University of Wisconsin-La Crosse","Wisconsin",49600,88300,53,19,"18","9517","13","13",1,"Master's Colleges & Universities: Larger Programs"
"927",15,"Edgewood College","Wisconsin",49500,87500,54,5,"17","1435","11","10",2,"Doctoral/Professional Universities"
"928",16,"Carroll University","Wisconsin",45600,86500,49,14,"20","2843","13","14",2,"Master's Colleges & Universities: Small Programs"
"929",17,"Beloit College","Wisconsin",47400,85700,59,24,"21","1212","13","11",2,"Baccalaureate Colleges: Arts & Sciences Focus"
"930",18,"Carthage College","Wisconsin",48900,85400,48,17,"22","2751","22","11",2,"Baccalaureate Colleges: Diverse Fields"
"931",19,"University of Wisconsin-Oshkosh","Wisconsin",47700,84300,52,10,"18","10749","13","16",1,"Master's Colleges & Universities: Larger Programs"
"932",20,"Cardinal Stritch University","Wisconsin",47000,82500,51,2,"17","1107","21","10",2,"Doctoral/Professional Universities"
"933",20,"Wisconsin Lutheran College","Wisconsin",46200,82500,45,10,"22","1037","11","8",2,"Baccalaureate Colleges: Diverse Fields"
"934",22,"Viterbo University","Wisconsin",46800,81900,62,3,"18","1709","13","10",2,"Master's Colleges & Universities: Larger Programs"
"935",23,"Concordia University-Wisconsin","Wisconsin",46700,81600,61,9,"17","3272","21","13",2,"Doctoral/Professional Universities"
"936",24,"University of Wisconsin-Parkside","Wisconsin",46000,81400,47,17,"21","3978","22","12",1,"Baccalaureate Colleges: Arts & Sciences Focus"
"937",25,"University of Wisconsin-River Falls","Wisconsin",47100,81300,52,14,"19","5570","32","13",1,"Master's Colleges & Universities: Medium Programs"
"938",1,"University of Wyoming","Wyoming",52400,98800,58,25,"16","9854","33","16",1,"Doctoral Universities: High Research Activity"
